id,year,pop,state,state_abbrev,state_fips
47,2011,8100469,VIRGINIA,VA,51
47,2003,7366977,VIRGINIA,VA,51
47,2018,8517685,VIRGINIA,VA,51
48,2009,6667426,WASHINGTON,WA,53
48,2016,7294680,WASHINGTON,WA,53
48,2013,6962906,WASHINGTON,WA,53
48,2018,7535591,WASHINGTON,WA,53
48,2000,5910512,WASHINGTON,WA,53
48,2015,7163543,WASHINGTON,WA,53
48,2007,6461587,WASHINGTON,WA,53
48,2012,6892876,WASHINGTON,WA,53
48,2008,6562231,WASHINGTON,WA,53
48,2003,6104115,WASHINGTON,WA,53
48,2014,7052439,WASHINGTON,WA,53
48,2002,6052349,WASHINGTON,WA,53
48,2010,6724540,WASHINGTON,WA,53
48,2001,5985722,WASHINGTON,WA,53
48,2017,7425432,WASHINGTON,WA,53
48,2005,6257305,WASHINGTON,WA,53
48,2011,6821655,WASHINGTON,WA,53
48,2006,6370753,WASHINGTON,WA,53
48,2004,6178645,WASHINGTON,WA,53
49,2011,1856074,WEST VIRGINIA,WV,54
49,2007,1834052,WEST VIRGINIA,WV,54
49,2010,1852994,WEST VIRGINIA,WV,54
49,2016,1830929,WEST VIRGINIA,WV,54
49,2018,1805832,WEST VIRGINIA,WV,54
49,2003,1812295,WEST VIRGINIA,WV,54
49,2017,1817048,WEST VIRGINIA,WV,54
49,2006,1827912,WEST VIRGINIA,WV,54
49,2013,1853873,WEST VIRGINIA,WV,54
49,2005,1820492,WEST VIRGINIA,WV,54
49,2009,1847775,WEST VIRGINIA,WV,54
49,2008,1840310,WEST VIRGINIA,WV,54
49,2000,1807021,WEST VIRGINIA,WV,54
49,2002,1805414,WEST VIRGINIA,WV,54
49,2012,1856764,WEST VIRGINIA,WV,54
49,2004,1816438,WEST VIRGINIA,WV,54
49,2014,1849467,WEST VIRGINIA,WV,54
49,2001,1801481,WEST VIRGINIA,WV,54
49,2015,1841996,WEST VIRGINIA,WV,54
50,2001,5406835,WISCONSIN,WI,55
50,2018,5813568,WISCONSIN,WI,55
50,2013,5736952,WISCONSIN,WI,55
50,2016,5772958,WISCONSIN,WI,55
50,2007,5610775,WISCONSIN,WI,55
50,2003,5479203,WISCONSIN,WI,55
50,2014,5751974,WISCONSIN,WI,55
50,2009,5669264,WISCONSIN,WI,55
50,2005,5546166,WISCONSIN,WI,55
50,2010,5686986,WISCONSIN,WI,55
50,2012,5719855,WISCONSIN,WI,55
50,2015,5761406,WISCONSIN,WI,55
50,2000,5373999,WISCONSIN,WI,55
50,2017,5792051,WISCONSIN,WI,55
50,2011,5704755,WISCONSIN,WI,55
50,2008,5640996,WISCONSIN,WI,55
50,2004,5514026,WISCONSIN,WI,55
50,2006,5577655,WISCONSIN,WI,55
50,2002,5445162,WISCONSIN,WI,55
51,2017,578934,WYOMING,WY,56
51,2006,522667,WYOMING,WY,56
51,2002,500017,WYOMING,WY,56
51,2000,494300,WYOMING,WY,56
51,2011,567224,WYOMING,WY,56
51,2016,584290,WYOMING,WY,56
51,2003,503453,WYOMING,WY,56
51,2004,509106,WYOMING,WY,56
51,2014,582548,WYOMING,WY,56
51,2005,514157,WYOMING,WY,56
51,2013,582123,WYOMING,WY,56
51,2015,585668,WYOMING,WY,56
51,2009,559851,WYOMING,WY,56
51,2001,494657,WYOMING,WY,56
51,2012,576270,WYOMING,WY,56
51,2010,563626,WYOMING,WY,56
51,2007,534876,WYOMING,WY,56
51,2018,577737,WYOMING,WY,56
51,2008,546043,WYOMING,WY,56
